0,-1.085806,0,0,0,0
1,-1.117706,0,0,0,0
2,0.848675,0,0,0,0
3,0.854921,0,0,0,0
4,0.476122,0,0,0,0
0,0,0,0,0,0.0
0,0,0,0,1,0.0
0,0,0,0,2,0.0
0,0,0,0,3,0.0
0,0,0,0,4,0.0
5,-1.350737,0,0,0,0
6,0.486326,0,0,0,0
7,1.275969,0,0,0,0
8,0.86956,0,0,0,0
9,-0.028372,0,0,0,0
0,0,0,0,5,0.0
0,0,0,0,6,0.0
0,0,0,0,7,0.0
0,0,0,0,8,0.0
0,0,0,0,9,0.0
10,-0.074768,0,0,0,0
11,1.510572,0,0,0,0
12,1.269722,0,0,0,0
13,0.751638,0,0,0,0
14,-1.044369,0,0,0,0
0,0,0,0,10,0.0
0,0,0,0,11,0.0
0,0,0,0,12,0.0
0,0,0,0,13,0.0
0,0,0,0,14,0.0
15,1.041126,0,0,0,0
16,1.067352,0,0,0,0
17,0.555372,0,0,0,0
18,-0.58527,0,0,0,0
19,-1.283789,0,0,0,0
0,0,0,0,15,0.0
0,0,0,0,16,0.0
0,0,0,0,17,0.0
0,0,0,0,18,0.0
0,0,0,0,19,0.0
20,1.189375,0,0,0,0
21,0.828362,0,0,0,0
22,0.102997,0,0,0,0
23,-1.222515,0,0,0,0
24,0.208044,0,0,0,0
0,0,0,0,20,0.0
0,0,0,0,21,0.0
0,0,0,0,22,0.0
0,0,0,0,23,0.0
0,0,0,0,24,0.0
25,0.472736,0,0,0,0
26,-0.689507,0,0,0,0
27,-1.470089,0,0,0,0
28,0.590372,0,0,0,0
29,1.158571,0,0,0,0
0,0,0,0,25,0.0
0,0,0,0,26,0.0
0,0,0,0,27,0.0
0,0,0,0,28,0.0
0,0,0,0,29,0.0
30,0.203323,0,0,0,0
31,-1.410818,0,0,0,0
32,-0.274372,0,0,0,0
33,1.151371,0,0,0,0
34,0.795984,0,0,0,0
0,0,0,0,30,0.0
0,0,0,0,31,0.0
0,0,0,0,32,0.0
0,0,0,0,33,0.0
0,0,0,0,34,0.0
35,-0.768995,0,0,0,0
36,-0.670719,0,0,0,0
37,1.175165,0,0,0,0
38,1.25618,0,0,0,0
39,0.872421,0,0,0,0
0,0,0,0,35,0.0
0,0,0,0,36,0.0
0,0,0,0,37,0.0
0,0,0,0,38,0.0
0,0,0,0,39,0.0
40,-1.44968,0,0,0,0
41,0.533915,0,0,0,0
42,1.285362,0,0,0,0
43,0.900459,0,0,0,0
44,-0.046158,0,0,0,0
0,0,0,0,40,0.0
0,0,0,0,41,0.0
0,0,0,0,42,0.0
0,0,0,0,43,0.0
0,0,0,0,44,0.0
45,-0.190783,0,0,0,0
46,1.341486,0,0,0,0
47,1.003456,0,0,0,0
48,0.51713,0,0,0,0
49,-1.070118,0,0,0,0
0,0,0,0,45,0.0
0,0,0,0,46,0.0
0,0,0,0,47,0.0
0,0,0,0,48,0.0
0,0,0,0,49,0.0
50,1.039505,0,0,0,0
51,1.176548,0,0,0,0
52,0.758839,0,0,0,0
53,-0.568056,0,0,0,0
54,-1.236105,0,0,0,0
0,0,0,0,50,0.0
0,0,0,0,51,0.0
0,0,0,0,52,0.0
0,0,0,0,53,0.0
0,0,0,0,54,0.0
55,1.373291,0,0,0,0
56,0.950813,0,0,0,0
57,0.056076,0,0,0,0
58,-1.451683,0,0,0,0
59,0.003386,0,0,0,0
0,0,0,0,55,0.0
0,0,0,0,56,0.0
0,0,0,0,57,0.0
0,0,0,0,58,0.0
0,0,0,0,59,0.0
60,0.839233,0,0,0,0
61,0.555277,0,0,0,0
62,-1.144981,0,0,0,0
63,-0.758553,0,0,0,0
64,1.199961,0,0,0,0
0,0,0,0,60,0.0
0,0,0,0,61,0.0
0,0,0,0,62,0.0
0,0,0,0,63,0.0
0,0,0,0,64,0.0
65,0.702143,0,0,0,0
66,-0.501394,0,0,0,0
67,-1.319265,0,0,0,0
68,0.659084,0,0,0,0
69,1.156664,0,0,0,0
0,0,0,0,65,0.0
0,0,0,0,66,0.0
0,0,0,0,67,0.0
0,0,0,0,68,0.0
0,0,0,0,69,0.0
70,0.227404,0,0,0,0
71,-1.345062,0,0,0,0
72,-0.118494,0,0,0,0
73,1.348305,0,0,0,0
74,0.969934,0,0,0,0
0,0,0,0,70,0.0
0,0,0,0,71,0.0
0,0,0,0,72,0.0
0,0,0,0,73,0.0
0,0,0,0,74,0.0
75,-1.118851,0,0,0,0
76,-0.939178,0,0,0,0
77,1.042509,0,0,0,0
78,1.037741,0,0,0,0
79,0.591469,0,0,0,0
0,0,0,0,75,0.0
0,0,0,0,76,0.0
0,0,0,0,77,0.0
0,0,0,0,78,0.0
0,0,0,0,79,0.0
80,-1.144886,0,0,0,0
81,0.841093,0,0,0,0
82,1.427412,0,0,0,0
83,1.09849,0,0,0,0
84,0.107288,0,0,0,0
0,0,0,0,80,0.0
0,0,0,0,81,0.0
0,0,0,0,82,0.0
0,0,0,0,83,0.0
0,0,0,0,84,0.0
85,0.006723,0,0,0,0
86,1.496601,0,0,0,0
87,1.28808,0,0,0,0
88,0.728321,0,0,0,0
89,-1.056814,0,0,0,0
0,0,0,0,85,0.0
0,0,0,0,86,0.0
0,0,0,0,87,0.0
0,0,0,0,88,0.0
0,0,0,0,89,0.0
90,1.137352,0,0,0,0
91,1.27492,0,0,0,0
92,0.917006,0,0,0,0
93,-0.430107,0,0,0,0
94,-1.106405,0,0,0,0
0,0,0,0,90,0.0
0,0,0,0,91,0.0
0,0,0,0,92,0.0
0,0,0,0,93,0.0
0,0,0,0,94,0.0
95,1.316166,0,0,0,0
96,0.965643,0,0,0,0
97,0.134706,0,0,0,0
98,-1.35994,0,0,0,0
99,-0.018787,0,0,0,0
0,0,0,0,95,0.0
0,0,0,0,96,0.0
0,0,0,0,97,0.0
0,0,0,0,98,0.0
0,0,0,0,99,0.0
100,0.706053,0,0,0,0
101,0.342369,0,0,0,0
102,-1.085234,0,0,0,0
103,-0.471449,0,0,0,0
104,1.472807,0,0,0,0
0,0,0,0,100,0.0
0,0,0,0,101,0.0
0,0,0,0,102,0.0
0,0,0,0,103,0.0
0,0,0,0,104,0.0
105,0.699568,0,0,0,0
106,-0.68059,0,0,0,0
107,-1.593494,0,0,0,0
108,0.364494,0,0,0,0
109,0.871325,0,0,0,0
0,0,0,0,105,0.0
0,0,0,0,106,0.0
0,0,0,0,107,0.0
0,0,0,0,108,0.0
0,0,0,0,109,0.0
110,0.269747,0,0,0,0
111,-1.255131,0,0,0,0
112,0.01173,0,0,0,0
113,1.415253,0,0,0,0
114,1.161432,0,0,0,0
0,0,0,0,110,0.0
0,0,0,0,111,0.0
0,0,0,0,112,0.0
0,0,0,0,113,0.0
0,0,0,0,114,0.0
115,-0.619793,0,0,0,0
116,-0.455475,0,0,0,0
117,1.440573,0,0,0,0
118,1.386547,0,0,0,0
119,0.974321,0,0,0,0
0,0,0,0,115,0.0
0,0,0,0,116,0.0
0,0,0,0,117,0.0
0,0,0,0,118,0.0
0,0,0,0,119,0.0
120,-1.132536,0,0,0,0
121,0.735331,0,0,0,0
122,1.198959,0,0,0,0
123,0.853109,0,0,0,0
124,-0.115395,0,0,0,0
0,0,0,0,120,0.0
0,0,0,0,121,0.0
0,0,0,0,122,0.0
0,0,0,0,123,0.0
0,0,0,0,124,0.0
125,-0.197697,0,0,0,0
126,1.339293,0,0,0,0
127,1.040506,0,0,0,0
128,0.530863,0,0,0,0
129,-1.054764,0,0,0,0
0,0,0,0,125,0.0
0,0,0,0,126,0.0
0,0,0,0,127,0.0
0,0,0,0,128,0.0
0,0,0,0,129,0.0
130,1.098776,0,0,0,0
131,1.016855,0,0,0,0
132,0.635624,0,0,0,0
133,-0.679874,0,0,0,0
134,-1.194048,0,0,0,0
0,0,0,0,130,0.0
0,0,0,0,131,0.0
0,0,0,0,132,0.0
0,0,0,0,133,0.0
0,0,0,0,134,0.0
135,1.001358,0,0,0,0
136,0.756884,0,0,0,0
137,-0.078058,0,0,0,0
138,-1.438522,0,0,0,0
139,0.055933,0,0,0,0
0,0,0,0,135,0.0
0,0,0,0,136,0.0
0,0,0,0,137,0.0
0,0,0,0,138,0.0
0,0,0,0,139,0.0
140,1.042032,0,0,0,0
141,0.643921,0,0,0,0
142,-1.065779,0,0,0,0
143,-0.595903,0,0,0,0
144,1.315498,0,0,0,0
0,0,0,0,140,0.0
0,0,0,0,141,0.0
0,0,0,0,142,0.0
0,0,0,0,143,0.0
0,0,0,0,144,0.0
145,0.908613,0,0,0,0
146,-0.387478,0,0,0,0
147,-1.14584,0,0,0,0
148,0.876522,0,0,0,0
149,1.178837,0,0,0,0
0,0,0,0,145,0.0
0,0,0,0,146,0.0
0,0,0,0,147,0.0
0,0,0,0,148,0.0
0,0,0,0,149,0.0
150,-0.029135,0,0,0,0
151,-1.421547,0,0,0,0
152,-0.178003,0,0,0,0
153,1.143837,0,0,0,0
154,0.819445,0,0,0,0
0,0,0,0,150,0.0
0,0,0,0,151,0.0
0,0,0,0,152,0.0
0,0,0,0,153,0.0
0,0,0,0,154,0.0
155,-0.876713,0,0,0,0
156,-0.541306,0,0,0,0
157,1.435709,0,0,0,0
158,1.251125,0,0,0,0
159,0.818491,0,0,0,0
0,0,0,0,155,0.0
0,0,0,0,156,0.0
0,0,0,0,157,0.0
0,0,0,0,158,0.0
0,0,0,0,159,0.0
160,-1.512384,0,0,0,0
161,0.497103,0,0,0,0
162,1.057577,0,0,0,0
163,0.676346,0,0,0,0
164,-0.336885,0,0,0,0
0,0,0,0,160,0.0
0,0,0,0,161,0.0
0,0,0,0,162,0.0
0,0,0,0,163,0.0
0,0,0,0,164,0.0
165,-0.021935,0,0,0,0
166,1.358891,0,0,0,0
167,1.156473,0,0,0,0
168,0.613499,0,0,0,0
169,-1.118755,0,0,0,0
0,0,0,0,165,0.0
0,0,0,0,166,0.0
0,0,0,0,167,0.0
0,0,0,0,168,0.0
0,0,0,0,169,0.0
170,1.084328,0,0,0,0
171,1.160049,0,0,0,0
172,0.787449,0,0,0,0
173,-0.566483,0,0,0,0
174,-1.045895,0,0,0,0
0,0,0,0,170,0.0
0,0,0,0,171,0.0
0,0,0,0,172,0.0
0,0,0,0,173,0.0
0,0,0,0,174,0.0
175,1.259995,0,0,0,0
176,0.918818,0,0,0,0
177,-0.033951,0,0,0,0
178,-1.387072,0,0,0,0
179,0.155687,0,0,0,0
0,0,0,0,175,0.0
0,0,0,0,176,0.0
0,0,0,0,177,0.0
0,0,0,0,178,0.0
0,0,0,0,179,0.0
180,1.138592,0,0,0,0
181,0.747156,0,0,0,0
