emg smp,emg val,bioz smp,bioz val,mmg smp,mmg val
12292,-0.034857,0,0,0,0
12293,-0.033855,0,0,0,0
12294,-0.035191,0,0,0,0
12295,-0.030804,0,0,0,0
0,0,0,0,11580,-414.0
0,0,0,0,11581,-343.0
0,0,0,0,11582,80.0
0,0,0,0,11583,159.0
0,0,0,0,11584,220.0
0,0,0,0,11585,244.0
0,0,0,0,11586,163.0
0,0,0,0,11587,342.0
0,0,0,0,11588,606.0
0,0,0,0,11589,588.0
0,0,0,0,11590,617.0
0,0,0,0,11591,705.0
0,0,0,0,11592,657.0
0,0,0,0,11593,608.0
0,0,0,0,11594,554.0
12296,-0.037098,0,0,0,0
12297,-0.033665,0,0,0,0
12298,-0.033331,0,0,0,0
12299,-0.035763,0,0,0,0
12300,-0.032377,0,0,0,0
12301,-0.03686,0,0,0,0
12302,-0.032949,0,0,0,0
12303,-0.031185,0,0,0,0
12304,-0.031185,0,0,0,0
12305,-0.032234,0,0,0,0
12306,-0.034571,0,0,0,0
12307,-0.03233,0,0,0,0
12308,-0.033522,0,0,0,0
12309,-0.031519,0,0,0,0
12310,-0.034285,0,0,0,0
12311,-0.034857,0,0,0,0
0,0,0,0,11595,-244.0
0,0,0,0,11596,-346.0
0,0,0,0,11597,-232.0
0,0,0,0,11598,-122.0
0,0,0,0,11599,-54.0
0,0,0,0,11600,54.0
0,0,0,0,11601,111.0
0,0,0,0,11602,306.0
0,0,0,0,11603,105.0
0,0,0,0,11604,265.0
0,0,0,0,11605,517.0
0,0,0,0,11606,496.0
0,0,0,0,11607,399.0
0,0,0,0,11608,556.0
0,0,0,0,11609,522.0
12312,-0.033236,0,0,0,0
12313,-0.035715,0,0,0,0
12314,-0.0319,0,0,0,0
12315,-0.032377,0,0,0,0
12316,-0.033236,0,0,0,0
12317,-0.033951,0,0,0,0
12318,-0.037098,0,0,0,0
12319,-0.034571,0,0,0,0
12320,-0.033522,0,0,0,0
12321,-0.036383,0,0,0,0
12322,-0.037861,0,0,0,0
12323,-0.036764,0,0,0,0
12324,-0.036287,0,0,0,0
12325,-0.035477,0,0,0,0
12326,-0.035334,0,0,0,0
12327,-0.035,0,0,0,0
0,0,0,0,11610,-140.0
0,0,0,0,11611,127.0
0,0,0,0,11612,316.0
0,0,0,0,11613,-71.0
0,0,0,0,11614,-72.0
0,0,0,0,11615,81.0
0,0,0,0,11616,-12.0
0,0,0,0,11617,34.0
0,0,0,0,11618,-5.0
0,0,0,0,11619,41.0
0,0,0,0,11620,68.0
0,0,0,0,11621,-107.0
0,0,0,0,11622,-157.0
0,0,0,0,11623,-145.0
0,0,0,0,11624,-80.0
12328,-0.030994,0,0,0,0
12329,-0.029373,0,0,0,0
12330,-0.035048,0,0,0,0
12331,-0.037146,0,0,0,0
12332,-0.034094,0,0,0,0
12333,-0.036383,0,0,0,0
12334,-0.03438,0,0,0,0
12335,-0.033188,0,0,0,0
12336,-0.037479,0,0,0,0
12337,-0.040007,0,0,0,0
12338,-0.035763,0,0,0,0
12339,-0.03109,0,0,0,0
12340,-0.038338,0,0,0,0
12341,-0.037193,0,0,0,0
12342,-0.034332,0,0,0,0
12343,-0.036097,0,0,0,0
0,0,0,0,11625,-2117.0
0,0,0,0,11626,-1884.0
0,0,0,0,11627,-2503.0
0,0,0,0,11628,-3252.0
0,0,0,0,11629,-3991.0
0,0,0,0,11630,-4576.0
0,0,0,0,11631,-4668.0
0,0,0,0,11632,-4217.0
0,0,0,0,11633,-3591.0
0,0,0,0,11634,-2202.0
0,0,0,0,11635,-887.0
0,0,0,0,11636,21.0
0,0,0,0,11637,1258.0
0,0,0,0,11638,1752.0
0,0,0,0,11639,1816.0
12344,-0.031471,0,0,0,0
12345,-0.033474,0,0,0,0
12346,-0.033665,0,0,0,0
12347,-0.03233,0,0,0,0
12348,-0.033569,0,0,0,0
12349,-0.033331,0,0,0,0
12350,-0.029945,0,0,0,0
12351,-0.030565,0,0,0,0
12352,-0.037479,0,0,0,0
12353,-0.035906,0,0,0,0
12354,-0.034857,0,0,0,0
12355,-0.034332,0,0,0,0
12356,-0.029182,0,0,0,0
12357,-0.031948,0,0,0,0
12358,-0.034475,0,0,0,0
12359,-0.031614,0,0,0,0
0,0,0,0,11640,50.0
0,0,0,0,11641,38.0
0,0,0,0,11642,-33.0
0,0,0,0,11643,-71.0
0,0,0,0,11644,-194.0
0,0,0,0,11645,56.0
0,0,0,0,11646,147.0
0,0,0,0,11647,-18.0
0,0,0,0,11648,17.0
0,0,0,0,11649,-17.0
0,0,0,0,11650,-32.0
0,0,0,0,11651,-191.0
0,0,0,0,11652,-361.0
0,0,0,0,11653,-328.0
0,0,0,0,11654,-357.0
12360,-0.034809,0,0,0,0
12361,-0.033474,0,0,0,0
12362,-0.032759,0,0,0,0
12363,-0.033855,0,0,0,0
12364,-0.028753,0,0,0,0
12365,-0.028658,0,0,0,0
12366,-0.032568,0,0,0,0
12367,-0.035381,0,0,0,0
12368,-0.032949,0,0,0,0
12369,-0.031519,0,0,0,0
12370,-0.032902,0,0,0,0
12371,-0.035858,0,0,0,0
12372,-0.038719,0,0,0,0
12373,-0.03376,0,0,0,0
12374,-0.029993,0,0,0,0
12375,-0.030899,0,0,0,0
0,0,0,0,11655,186.0
0,0,0,0,11656,-2.0
0,0,0,0,11657,-20.0
0,0,0,0,11658,-31.0
0,0,0,0,11659,-27.0
0,0,0,0,11660,-20.0
0,0,0,0,11661,-9.0
0,0,0,0,11662,6.0
0,0,0,0,11663,159.0
0,0,0,0,11664,134.0
0,0,0,0,11665,8.0
0,0,0,0,11666,-27.0
0,0,0,0,11667,-52.0
0,0,0,0,11668,-33.0
0,0,0,0,11669,-34.0
12376,-0.034857,0,0,0,0
12377,-0.041485,0,0,0,0
12378,-0.03624,0,0,0,0
12379,-0.030708,0,0,0,0
12380,-0.03314,0,0,0,0
12381,-0.033474,0,0,0,0
12382,-0.032187,0,0,0,0
12383,-0.031805,0,0,0,0
12384,-0.03438,0,0,0,0
12385,-0.03581,0,0,0,0
12386,-0.037193,0,0,0,0
12387,-0.03252,0,0,0,0
12388,-0.03314,0,0,0,0
12389,-0.037336,0,0,0,0
12390,-0.032854,0,0,0,0
12391,-0.033808,0,0,0,0
0,0,0,0,11670,91.0
0,0,0,0,11671,44.0
0,0,0,0,11672,17.0
0,0,0,0,11673,-63.0
0,0,0,0,11674,-75.0
0,0,0,0,11675,65.0
0,0,0,0,11676,149.0
0,0,0,0,11677,34.0
0,0,0,0,11678,-114.0
0,0,0,0,11679,102.0
0,0,0,0,11680,116.0
0,0,0,0,11681,55.0
0,0,0,0,11682,67.0
0,0,0,0,11683,80.0
0,0,0,0,11684,-30.0
12392,-0.036573,0,0,0,0
12393,-0.036907,0,0,0,0
12394,-0.036573,0,0,0,0
12395,-0.034237,0,0,0,0
12396,-0.031233,0,0,0,0
12397,-0.02985,0,0,0,0
12398,-0.033188,0,0,0,0
12399,-0.036573,0,0,0,0
12400,-0.031805,0,0,0,0
12401,-0.033236,0,0,0,0
12402,-0.038195,0,0,0,0
12403,-0.032711,0,0,0,0
12404,-0.03581,0,0,0,0
12405,-0.033045,0,0,0,0
12406,-0.029278,0,0,0,0
12407,-0.034571,0,0,0,0
0,0,0,0,11685,-59.0
0,0,0,0,11686,-53.0
0,0,0,0,11687,-29.0
0,0,0,0,11688,-10.0
0,0,0,0,11689,-4.0
0,0,0,0,11690,13.0
0,0,0,0,11691,18.0
0,0,0,0,11692,15.0
0,0,0,0,11693,3.0
0,0,0,0,11694,-9.0
0,0,0,0,11695,100.0
0,0,0,0,11696,-24.0
0,0,0,0,11697,-68.0
0,0,0,0,11698,-72.0
0,0,0,0,11699,-66.0
12408,-0.03314,0,0,0,0
12409,-0.037098,0,0,0,0
12410,-0.032234,0,0,0,0
12411,-0.033569,0,0,0,0
12412,-0.039434,0,0,0,0
12413,-0.03767,0,0,0,0
12414,-0.03829,0,0,0,0
12415,-0.031424,0,0,0,0
12416,-0.036955,0,0,0,0
12417,-0.039244,0,0,0,0
12418,-0.032139,0,0,0,0
12419,-0.034809,0,0,0,0
12420,-0.039387,0,0,0,0
12421,-0.033617,0,0,0,0
12422,-0.028753,0,0,0,0
12423,-0.034428,0,0,0,0
0,0,0,0,11700,10.0
0,0,0,0,11701,787.0
0,0,0,0,11702,810.0
0,0,0,0,11703,551.0
0,0,0,0,11704,500.0
0,0,0,0,11705,439.0
0,0,0,0,11706,254.0
0,0,0,0,11707,152.0
0,0,0,0,11708,-8.0
0,0,0,0,11709,199.0
0,0,0,0,11710,140.0
0,0,0,0,11711,37.0
0,0,0,0,11712,-37.0
0,0,0,0,11713,41.0
0,0,0,0,11714,13.0
12424,-0.035191,0,0,0,0
12425,-0.032854,0,0,0,0
12426,-0.033426,0,0,0,0
12427,-0.037527,0,0,0,0
12428,-0.035238,0,0,0,0
12429,-0.03562,0,0,0,0
12430,-0.034189,0,0,0,0
12431,-0.032473,0,0,0,0
0,0,0,0,11715,-294.0
0,0,0,0,11716,-1205.0
0,0,0,0,11717,-978.0
0,0,0,0,11718,-891.0
0,0,0,0,11719,-431.0
0,0,0,0,11720,-485.0
0,0,0,0,11721,-312.0
0,0,0,0,11722,-79.0
0,0,0,0,11723,54.0
0,0,0,0,11724,-266.0
0,0,0,0,11725,-299.0
0,0,0,0,11726,92.0
0,0,0,0,11727,-86.0
0,0,0,0,11728,-22.0
0,0,0,0,11729,-146.0
12432,-0.034761,0,0,0,0
12433,-0.031328,0,0,0,0
12434,-0.036478,0,0,0,0
12435,-0.036383,0,0,0,0
12436,-0.035763,0,0,0,0
12437,-0.036144,0,0,0,0
12438,-0.030947,0,0,0,0
12439,-0.036097,0,0,0,0
12440,-0.032997,0,0,0,0
12441,-0.035429,0,0,0,0
12442,-0.035715,0,0,0,0
12443,-0.030804,0,0,0,0
12444,-0.03438,0,0,0,0
12445,-0.031996,0,0,0,0
12446,-0.032234,0,0,0,0
12447,-0.035429,0,0,0,0
0,0,0,0,11730,-461.0
0,0,0,0,11731,-473.0
0,0,0,0,11732,-599.0
0,0,0,0,11733,-329.0
0,0,0,0,11734,-75.0
0,0,0,0,11735,-431.0
0,0,0,0,11736,-104.0
0,0,0,0,11737,-317.0
0,0,0,0,11738,-99.0
0,0,0,0,11739,-293.0
0,0,0,0,11740,-309.0
0,0,0,0,11741,-98.0
0,0,0,0,11742,87.0
0,0,0,0,11743,136.0
0,0,0,0,11744,84.0
12448,-0.032711,0,0,0,0
12449,-0.031662,0,0,0,0
12450,-0.034046,0,0,0,0
12451,-0.032663,0,0,0,0
12452,-0.037193,0,0,0,0
12453,-0.034523,0,0,0,0
12454,-0.031757,0,0,0,0
12455,-0.036287,0,0,0,0
12456,-0.034571,0,0,0,0
12457,-0.038767,0,0,0,0
12458,-0.035334,0,0,0,0
12459,-0.030994,0,0,0,0
12460,-0.031042,0,0,0,0
12461,-0.0319,0,0,0,0
12462,-0.035763,0,0,0,0
12463,-0.030804,0,0,0,0
0,0,0,0,11745,-162.0
0,0,0,0,11746,-690.0
0,0,0,0,11747,-675.0
0,0,0,0,11748,-775.0
0,0,0,0,11749,-771.0
0,0,0,0,11750,-488.0
0,0,0,0,11751,-421.0
0,0,0,0,11752,-326.0
0,0,0,0,11753,-569.0
0,0,0,0,11754,-379.0
0,0,0,0,11755,-200.0
0,0,0,0,11756,-261.0
0,0,0,0,11757,-64.0
0,0,0,0,11758,-3.0
0,0,0,0,11759,-117.0
12464,-0.032806,0,0,0,0
12465,-0.037003,0,0,0,0
12466,-0.038004,0,0,0,0
12467,-0.038052,0,0,0,0
12468,-0.031662,0,0,0,0
12469,-0.032997,0,0,0,0
12470,-0.035858,0,0,0,0
12471,-0.03314,0,0,0,0
12472,-0.035429,0,0,0,0
12473,-0.036764,0,0,0,0
12474,-0.033426,0,0,0,0
12475,-0.033951,0,0,0,0
12476,-0.036764,0,0,0,0
12477,-0.036335,0,0,0,0
12478,-0.034046,0,0,0,0
12479,-0.034046,0,0,0,0
0,0,0,0,11760,306.0
0,0,0,0,11761,-63.0
0,0,0,0,11762,152.0
0,0,0,0,11763,-27.0
0,0,0,0,11764,-78.0
0,0,0,0,11765,159.0
0,0,0,0,11766,-21.0
0,0,0,0,11767,44.0
0,0,0,0,11768,49.0
0,0,0,0,11769,120.0
0,0,0,0,11770,84.0
0,0,0,0,11771,52.0
0,0,0,0,11772,33.0
0,0,0,0,11773,4.0
0,0,0,0,11774,-227.0
12480,-0.032139,0,0,0,0
12481,-0.034809,0,0,0,0
12482,-0.033998,0,0,0,0
12483,-0.035477,0,0,0,0
12484,-0.03376,0,0,0,0
12485,-0.036716,0,0,0,0
12486,-0.035858,0,0,0,0
12487,-0.030422,0,0,0,0
0,0,0,0,11775,328.0
0,0,0,0,11776,952.0
0,0,0,0,11777,918.0
0,0,0,0,11778,1009.0
0,0,0,0,11779,581.0
0,0,0,0,11780,754.0
0,0,0,0,11781,427.0
0,0,0,0,11782,233.0
0,0,0,0,11783,333.0
0,0,0,0,11784,349.0
0,0,0,0,11785,207.0
0,0,0,0,11786,137.0
0,0,0,0,11787,365.0
0,0,0,0,11788,373.0
0,0,0,0,11789,261.0
12488,-0.037909,0,0,0,0
12489,-0.037479,0,0,0,0
12490,-0.036716,0,0,0,0
12491,-0.035763,0,0,0,0
12492,-0.030327,0,0,0,0
12493,-0.031948,0,0,0,0
12494,-0.033379,0,0,0,0
12495,-0.035143,0,0,0,0
12496,-0.034857,0,0,0,0
12497,-0.033188,0,0,0,0
12498,-0.037575,0,0,0,0
12499,-0.033855,0,0,0,0
12500,-0.032568,0,0,0,0
12501,-0.03624,0,0,0,0
12502,-0.030422,0,0,0,0
12503,-0.031042,0,0,0,0
0,0,0,0,11790,-145.0
0,0,0,0,11791,-1140.0
0,0,0,0,11792,-1238.0
0,0,0,0,11793,-1121.0
0,0,0,0,11794,-963.0
0,0,0,0,11795,-822.0
0,0,0,0,11796,-711.0
0,0,0,0,11797,-608.0
0,0,0,0,11798,-527.0
0,0,0,0,11799,-458.0
0,0,0,0,11800,-392.0
0,0,0,0,11801,-341.0
0,0,0,0,11802,-289.0
0,0,0,0,11803,-242.0
0,0,0,0,11804,-199.0
12504,-0.03438,0,0,0,0
12505,-0.03686,0,0,0,0
12506,-0.03438,0,0,0,0
12507,-0.030994,0,0,0,0
12508,-0.033236,0,0,0,0
12509,-0.035,0,0,0,0
12510,-0.036621,0,0,0,0
12511,-0.032949,0,0,0,0
12512,-0.03109,0,0,0,0
12513,-0.032854,0,0,0,0
12514,-0.027752,0,0,0,0
12515,-0.032091,0,0,0,0
12516,-0.037479,0,0,0,0
12517,-0.032043,0,0,0,0
12518,-0.033712,0,0,0,0
12519,-0.032949,0,0,0,0
0,0,0,0,11805,468.0
0,0,0,0,11806,747.0
0,0,0,0,11807,741.0
0,0,0,0,11808,724.0
0,0,0,0,11809,702.0
0,0,0,0,11810,423.0
0,0,0,0,11811,471.0
0,0,0,0,11812,517.0
0,0,0,0,11813,452.0
0,0,0,0,11814,394.0
0,0,0,0,11815,342.0
0,0,0,0,11816,294.0
0,0,0,0,11817,260.0
0,0,0,0,11818,218.0
0,0,0,0,11819,187.0
12520,-0.033379,0,0,0,0
12521,-0.034666,0,0,0,0
12522,-0.030422,0,0,0,0
12523,-0.034571,0,0,0,0
12524,-0.035381,0,0,0,0
12525,-0.033426,0,0,0,0
12526,-0.034761,0,0,0,0
12527,-0.034904,0,0,0,0
12528,-0.034523,0,0,0,0
12529,-0.031042,0,0,0,0
12530,-0.033426,0,0,0,0
12531,-0.035954,0,0,0,0
12532,-0.034475,0,0,0,0
12533,-0.034475,0,0,0,0
12534,-0.035238,0,0,0,0
12535,-0.035286,0,0,0,0
0,0,0,0,11820,273.0
0,0,0,0,11821,327.0
0,0,0,0,11822,308.0
0,0,0,0,11823,264.0
0,0,0,0,11824,224.0
0,0,0,0,11825,208.0
0,0,0,0,11826,417.0
0,0,0,0,11827,89.0
0,0,0,0,11828,77.0
0,0,0,0,11829,105.0
0,0,0,0,11830,195.0
0,0,0,0,11831,170.0
0,0,0,0,11832,74.0
0,0,0,0,11833,134.0
0,0,0,0,11834,347.0
12536,-0.037718,0,0,0,0
12537,-0.036764,0,0,0,0
12538,-0.030708,0,0,0,0
12539,-0.036716,0,0,0,0
12540,-0.04034,0,0,0,0
12541,-0.034857,0,0,0,0
12542,-0.029516,0,0,0,0
12543,-0.033474,0,0,0,0
12544,-0.038338,0,0,0,0
12545,-0.032234,0,0,0,0
12546,-0.032711,0,0,0,0
12547,-0.031996,0,0,0,0
12548,-0.034189,0,0,0,0
12549,-0.034666,0,0,0,0
12550,-0.028706,0,0,0,0
12551,-0.036097,0,0,0,0
0,0,0,0,11835,173.0
0,0,0,0,11836,414.0
0,0,0,0,11837,342.0
0,0,0,0,11838,252.0
0,0,0,0,11839,318.0
0,0,0,0,11840,271.0
0,0,0,0,11841,225.0
0,0,0,0,11842,194.0
0,0,0,0,11843,166.0
0,0,0,0,11844,171.0
0,0,0,0,11845,293.0
0,0,0,0,11846,149.0
0,0,0,0,11847,301.0
0,0,0,0,11848,498.0
0,0,0,0,11849,49.0
12552,-0.03376,0,0,0,0
12553,-0.029707,0,0,0,0
12554,-0.035238,0,0,0,0
12555,-0.030518,0,0,0,0
12556,-0.036001,0,0,0,0
12557,-0.037479,0,0,0,0
12558,-0.029993,0,0,0,0
12559,-0.034046,0,0,0,0
12560,-0.033474,0,0,0,0
12561,-0.032759,0,0,0,0
12562,-0.034285,0,0,0,0
12563,-0.033045,0,0,0,0
12564,-0.03171,0,0,0,0
12565,-0.031376,0,0,0,0
12566,-0.032473,0,0,0,0
12567,-0.034904,0,0,0,0
0,0,0,0,11850,-338.0
0,0,0,0,11851,-943.0
0,0,0,0,11852,-911.0
0,0,0,0,11853,-563.0
0,0,0,0,11854,-536.0
0,0,0,0,11855,-828.0
0,0,0,0,11856,-606.0
0,0,0,0,11857,-460.0
0,0,0,0,11858,-245.0
0,0,0,0,11859,-248.0
0,0,0,0,11860,-293.0
0,0,0,0,11861,-253.0
0,0,0,0,11862,-269.0
0,0,0,0,11863,-300.0
0,0,0,0,11864,-174.0
12568,-0.036144,0,0,0,0
12569,-0.034857,0,0,0,0
12570,-0.033426,0,0,0,0
12571,-0.031519,0,0,0,0
12572,-0.029135,0,0,0,0
12573,-0.030375,0,0,0,0
12574,-0.031996,0,0,0,0
12575,-0.032473,0,0,0,0
12576,-0.035763,0,0,0,0
12577,-0.034094,0,0,0,0
12578,-0.029421,0,0,0,0
12579,-0.026894,0,0,0,0
12580,-0.031519,0,0,0,0
12581,-0.038052,0,0,0,0
12582,-0.034189,0,0,0,0
12583,-0.032139,0,0,0,0
12584,-0.032997,0,0,0,0
12585,-0.033569,0,0,0,0
12586,-0.036192,0,0,0,0
12587,-0.035,0,0,0,0
12588,-0.033712,0,0,0,0
12589,-0.034237,0,0,0,0
12590,-0.034761,0,0,0,0
12591,-0.032997,0,0,0,0
12592,-0.031567,0,0,0,0
12593,-0.030756,0,0,0,0
12594,-0.029516,0,0,0,0
12595,-0.0319,0,0,0,0
12596,-0.032759,0,0,0,0
12597,-0.035286,0,0,0,0
12598,-0.035381,0,0,0,0
12599,-0.032711,0,0,0,0
12600,-0.03314,0,0,0,0
12601,-0.03109,0,0,0,0
12602,-0.031567,0,0,0,0
12603,-0.030231,0,0,0,0
12604,-0.028372,0,0,0,0
12605,-0.033998,0,0,0,0
12606,-0.03314,0,0,0,0
12607,-0.032139,0,0,0,0
12608,-0.035715,0,0,0,0
12609,-0.033951,0,0,0,0
12610,-0.037527,0,0,0,0
12611,-0.037193,0,0,0,0
12612,-0.031805,0,0,0,0
12613,-0.033092,0,0,0,0
12614,-0.033045,0,0,0,0
12615,-0.032187,0,0,0,0
0,0,0,0,11865,-519.0
0,0,0,0,11866,-383.0
0,0,0,0,11867,-265.0
0,0,0,0,11868,-80.0
0,0,0,0,11869,-300.0
0,0,0,0,11870,-91.0
0,0,0,0,11871,27.0
0,0,0,0,11872,65.0
0,0,0,0,11873,-165.0
0,0,0,0,11874,-215.0
0,0,0,0,11875,-304.0
0,0,0,0,11876,-377.0
0,0,0,0,11877,-297.0
0,0,0,0,11878,-397.0
0,0,0,0,11879,-368.0
12616,-0.033712,0,0,0,0
12617,-0.031996,0,0,0,0
12618,-0.030518,0,0,0,0
12619,-0.03438,0,0,0,0
12620,-0.032806,0,0,0,0
12621,-0.032711,0,0,0,0
12622,-0.03109,0,0,0,0
12623,-0.030804,0,0,0,0
12624,-0.035667,0,0,0,0
12625,-0.034618,0,0,0,0
12626,-0.034666,0,0,0,0
12627,-0.029802,0,0,0,0
12628,-0.02923,0,0,0,0
12629,-0.033903,0,0,0,0
12630,-0.029945,0,0,0,0
12631,-0.030661,0,0,0,0
0,0,0,0,11880,-84.0
0,0,0,0,11881,-378.0
0,0,0,0,11882,37.0
0,0,0,0,11883,-29.0
0,0,0,0,11884,138.0
0,0,0,0,11885,62.0
0,0,0,0,11886,88.0
0,0,0,0,11887,218.0
0,0,0,0,11888,421.0
0,0,0,0,11889,79.0
0,0,0,0,11890,367.0
0,0,0,0,11891,300.0
0,0,0,0,11892,282.0
0,0,0,0,11893,228.0
0,0,0,0,11894,169.0
12632,-0.03624,0,0,0,0
12633,-0.033855,0,0,0,0
12634,-0.033283,0,0,0,0
12635,-0.034046,0,0,0,0
12636,-0.032902,0,0,0,0
12637,-0.033331,0,0,0,0
12638,-0.031805,0,0,0,0
12639,-0.034285,0,0,0,0
12640,-0.030231,0,0,0,0
12641,-0.032139,0,0,0,0
12642,-0.036907,0,0,0,0
12643,-0.035191,0,0,0,0
12644,-0.032759,0,0,0,0
12645,-0.027704,0,0,0,0
12646,-0.032663,0,0,0,0
12647,-0.032759,0,0,0,0
0,0,0,0,11895,-171.0
0,0,0,0,11896,670.0
0,0,0,0,11897,790.0
0,0,0,0,11898,664.0
0,0,0,0,11899,558.0
0,0,0,0,11900,473.0
0,0,0,0,11901,402.0
0,0,0,0,11902,340.0
0,0,0,0,11903,293.0
0,0,0,0,11904,250.0
0,0,0,0,11905,218.0
0,0,0,0,11906,191.0
0,0,0,0,11907,165.0
0,0,0,0,11908,141.0
0,0,0,0,11909,119.0
12648,-0.033331,0,0,0,0
12649,-0.034666,0,0,0,0
12650,-0.030661,0,0,0,0
12651,-0.032187,0,0,0,0
12652,-0.0319,0,0,0,0
12653,-0.035238,0,0,0,0
12654,-0.032139,0,0,0,0
12655,-0.0319,0,0,0,0
12656,-0.033379,0,0,0,0
12657,-0.029278,0,0,0,0
12658,-0.039625,0,0,0,0
12659,-0.035667,0,0,0,0
12660,-0.031281,0,0,0,0
12661,-0.037575,0,0,0,0
12662,-0.032043,0,0,0,0
12663,-0.036097,0,0,0,0
0,0,0,0,11910,107.0
0,0,0,0,11911,138.0
0,0,0,0,11912,202.0
0,0,0,0,11913,231.0
0,0,0,0,11914,512.0
0,0,0,0,11915,346.0
0,0,0,0,11916,366.0
0,0,0,0,11917,698.0
0,0,0,0,11918,723.0
0,0,0,0,11919,419.0
0,0,0,0,11920,449.0
0,0,0,0,11921,650.0
0,0,0,0,11922,344.0
0,0,0,0,11923,588.0
0,0,0,0,11924,471.0
12664,-0.04015,0,0,0,0
12665,-0.036955,0,0,0,0
12666,-0.033617,0,0,0,0
12667,-0.032377,0,0,0,0
12668,-0.037527,0,0,0,0
12669,-0.034857,0,0,0,0
12670,-0.032806,0,0,0,0
12671,-0.033855,0,0,0,0
12672,-0.032663,0,0,0,0
12673,-0.033092,0,0,0,0
12674,-0.035763,0,0,0,0
12675,-0.036192,0,0,0,0
12676,-0.034475,0,0,0,0
12677,-0.034618,0,0,0,0
12678,-0.034332,0,0,0,0
12679,-0.039387,0,0,0,0
0,0,0,0,11925,274.0
0,0,0,0,11926,-812.0
0,0,0,0,11927,-813.0
0,0,0,0,11928,-846.0
0,0,0,0,11929,-749.0
0,0,0,0,11930,-673.0
0,0,0,0,11931,-608.0
0,0,0,0,11932,-547.0
0,0,0,0,11933,-490.0
0,0,0,0,11934,-432.0
0,0,0,0,11935,-369.0
0,0,0,0,11936,-303.0
0,0,0,0,11937,-237.0
0,0,0,0,11938,-336.0
0,0,0,0,11939,-249.0
12680,-0.036669,0,0,0,0
12681,-0.032425,0,0,0,0
12682,-0.036097,0,0,0,0
12683,-0.037003,0,0,0,0
12684,-0.037575,0,0,0,0
12685,-0.037622,0,0,0,0
12686,-0.03891,0,0,0,0
12687,-0.034809,0,0,0,0
12688,-0.036478,0,0,0,0
12689,-0.03686,0,0,0,0
12690,-0.030994,0,0,0,0
12691,-0.034428,0,0,0,0
12692,-0.031614,0,0,0,0
12693,-0.033236,0,0,0,0
12694,-0.03767,0,0,0,0
12695,-0.038338,0,0,0,0
0,0,0,0,11940,178.0
0,0,0,0,11941,215.0
0,0,0,0,11942,324.0
0,0,0,0,11943,434.0
0,0,0,0,11944,298.0
0,0,0,0,11945,433.0
0,0,0,0,11946,19.0
0,0,0,0,11947,-26.0
0,0,0,0,11948,139.0
0,0,0,0,11949,-114.0
0,0,0,0,11950,64.0
0,0,0,0,11951,54.0
0,0,0,0,11952,226.0
0,0,0,0,11953,263.0
0,0,0,0,11954,283.0
12696,-0.041246,0,0,0,0
12697,-0.03767,0,0,0,0
12698,-0.036097,0,0,0,0
12699,-0.037146,0,0,0,0
12700,-0.03705,0,0,0,0
12701,-0.035048,0,0,0,0
12702,-0.036287,0,0,0,0
12703,-0.037861,0,0,0,0
12704,-0.036812,0,0,0,0
12705,-0.037575,0,0,0,0
12706,-0.034475,0,0,0,0
12707,-0.032187,0,0,0,0
12708,-0.033998,0,0,0,0
12709,-0.035858,0,0,0,0
12710,-0.036001,0,0,0,0
12711,-0.034618,0,0,0,0
0,0,0,0,11955,-273.0
0,0,0,0,11956,-206.0
0,0,0,0,11957,-111.0
0,0,0,0,11958,-70.0
0,0,0,0,11959,-323.0
0,0,0,0,11960,-22.0
0,0,0,0,11961,100.0
0,0,0,0,11962,-250.0
0,0,0,0,11963,-128.0
0,0,0,0,11964,104.0
0,0,0,0,11965,-76.0
0,0,0,0,11966,46.0
0,0,0,0,11967,-112.0
0,0,0,0,11968,-222.0
0,0,0,0,11969,-144.0
12712,-0.033903,0,0,0,0
12713,-0.035477,0,0,0,0
12714,-0.039291,0,0,0,0
12715,-0.039673,0,0,0,0
12716,-0.032425,0,0,0,0
12717,-0.028467,0,0,0,0
12718,-0.036478,0,0,0,0
12719,-0.034285,0,0,0,0
0,0,0,0,11970,731.0
0,0,0,0,11971,1862.0
0,0,0,0,11972,1708.0
0,0,0,0,11973,1262.0
0,0,0,0,11974,1278.0
0,0,0,0,11975,1229.0
0,0,0,0,11976,1078.0
0,0,0,0,11977,725.0
0,0,0,0,11978,685.0
0,0,0,0,11979,842.0
0,0,0,0,11980,552.0
0,0,0,0,11981,538.0
0,0,0,0,11982,737.0
0,0,0,0,11983,688.0
0,0,0,0,11984,666.0
12720,-0.033903,0,0,0,0
12721,-0.032949,0,0,0,0
12722,-0.032711,0,0,0,0
12723,-0.035429,0,0,0,0
12724,-0.033522,0,0,0,0
12725,-0.031948,0,0,0,0
12726,-0.036907,0,0,0,0
12727,-0.02985,0,0,0,0
12728,-0.032663,0,0,0,0
12729,-0.039005,0,0,0,0
12730,-0.035191,0,0,0,0
12731,-0.035524,0,0,0,0
12732,-0.031805,0,0,0,0
12733,-0.033522,0,0,0,0
12734,-0.034428,0,0,0,0
12735,-0.035715,0,0,0,0
0,0,0,0,11985,407.0
0,0,0,0,11986,848.0
0,0,0,0,11987,785.0
0,0,0,0,11988,773.0
0,0,0,0,11989,627.0
0,0,0,0,11990,611.0
0,0,0,0,11991,301.0
0,0,0,0,11992,338.0
0,0,0,0,11993,306.0
